ID,Entrez GeneID,uniGene,symbol,name,hg19 knownGene ID
eg:338821:chr12:p,338821,Hs.740960,SLCO1B7,"Solute carrier organic anion transporter family, member 1B7 (non-functional)",
eg:338872:chr13:p,338872,Hs.362854,C1QTNF9,C1q and tumor necrosis factor related protein 9,
eg:338879:chr14:p,338879,Hs.451057,RNASE10,"Ribonuclease, RNase A family, 10 (non-active)",
eg:338917:chr14:p,338917,Hs.449771,VSX2,Visual system homeobox 2,
eg:338949:chr15:p,338949,Hs.446069,TMEM202,Transmembrane protein 202,
eg:339:chr12:m,339,Hs.560,APOBEC1,"Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",
eg:339005:chr15:m,339005,Hs.212670,WHAMMP3,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3",
eg:339010:chr15:m,339010,Hs.442712 /// Hs.722659,POTEB,"POTE ankyrin domain family, member B",
eg:339047:chr16:m,339047,,,,
eg:339047:chr16:p,339047,,,,
eg:339105:chr16:m,339105,Hs.569575,PRSS53,"Protease, serine, 53",
eg:339122:chr3:m,339122,Hs.381132 /// Hs.546542,RAB43,"RAB43, member RAS oncogene family",
eg:339123:chr16:m,339123,Hs.533771,JMJD8,Jumonji domain containing 8,
eg:339145:chr16:m,339145,Hs.125713,FAM92B,"Family with sequence similarity 92, member B",
eg:339168:chr17:p,339168,Hs.259432,TMEM95,Transmembrane protein 95,
eg:339175:chr17:p,339175,Hs.381204,METTL2A,Methyltransferase like 2A,
eg:339184:chr17:m,339184,Hs.674830,CCDC144NL,"Coiled-coil domain containing 144 family, N-terminal like",
eg:339201:chr17:m,339201,Hs.656564,C17orf65,Chromosome 17 open reading frame 65,
eg:339210:chr17:m,339210,Hs.658949,C17orf67,Chromosome 17 open reading frame 67,
eg:339221:chr17:p,339221,Hs.114084,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase 7,
eg:339229:chr17:m,339229,Hs.655241,C17orf90,Chromosome 17 open reading frame 90,
eg:339230:chr17:p,339230,Hs.405942,CCDC137,Coiled-coil domain containing 137,
eg:339231:chr17:m,339231,Hs.658789,ARL16,ADP-ribosylation factor-like 16,
eg:339240:chr17:p,339240,Hs.420616,LOC339240,Keratin 17 pseudogene,
eg:339263:chr17:m,339263,Hs.514016 /// Hs.732069,C17orf51,Chromosome 17 open reading frame 51,
eg:339287:chr17:p,339287,Hs.532786,MSL1,Male-specific lethal 1 homolog (Drosophila),
eg:339290:chr18:p,339290,Hs.643553 /// Hs.727464,LOC339290,Uncharacterized LOC339290,
eg:339291:chr18:p,339291,Hs.647588,LRRC30,Leucine rich repeat containing 30,
eg:339302:chr18:m,339302,Hs.449884,CPLX4,Complexin 4,
eg:339318:chr19:p,339318,Hs.720472,ZNF181,Zinc finger protein 181,
eg:339324:chr19:m,339324,Hs.18103,ZNF260,Zinc finger protein 260,
eg:339327:chr19:p,339327,Hs.666807,ZNF546,Zinc finger protein 546,
eg:339344:chr19:m,339344,Hs.515478,MYPOP,"Myb-related transcription factor, partner of profilin",
eg:339345:chr19:m,339345,Hs.434218,NANOS2,Nanos homolog 2 (Drosophila),
eg:339366:chr19:m,339366,Hs.371674,ADAMTSL5,ADAMTS-like 5,
eg:339390:chr19:m,339390,Hs.220649,CLEC4G,"C-type lectin domain family 4, member G",
eg:339398:chr1:m,339398,Hs.591477,LINGO4,Leucine rich repeat and Ig domain containing 4,
eg:3394:chr16:p,3394,Hs.137427,IRF8,Interferon regulatory factor 8,
eg:339403:chr1:p,339403,Hs.449914,RXFP4,Relaxin/insulin-like family peptide receptor 4,
eg:339416:chr1:m,339416,Hs.130054,ANKRD45,Ankyrin repeat domain 45,
eg:339448:chr1:m,339448,Hs.103939,C1orf174,Chromosome 1 open reading frame 174,
eg:339451:chr1:p,339451,Hs.109212,KLHL17,Kelch-like 17 (Drosophila),
eg:339453:chr1:m,339453,Hs.668654,TMEM240,Transmembrane protein 240,
eg:339456:chr1:m,339456,Hs.123423,TMEM52,Transmembrane protein 52,
eg:339479:chr1:m,339479,Hs.65765,FAM5C,"Family with sequence similarity 5, member C",
eg:339483:chr1:m,339483,Hs.471067,MTMR9LP,"Myotubularin related protein 9-like, pseudogene",
eg:339487:chr1:m,339487,Hs.655921,ZBTB8OS,Zinc finger and BTB domain containing 8 opposite strand,
eg:339488:chr1:p,339488,Hs.567844,TFAP2E,Transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon),
eg:339500:chr1:p,339500,Hs.30323,ZNF678,Zinc finger protein 678,
eg:339501:chr1:p,339501,Hs.97604,PRSS38,"Protease, serine, 38",
eg:339512:chr1:m,339512,Hs.407631,C1orf110,Chromosome 1 open reading frame 110,
eg:339521:chr1:p,339521,Hs.705355,FAM58BP,"Family with sequence similarity 58, member B, pseudogene",
eg:339524:chr1:p,339524,Hs.306423,LOC339524,Uncharacterized LOC339524,
eg:339535:chr1:m,339535,Hs.532047,LOC339535,Uncharacterized LOC339535,
eg:339541:chr1:p,339541,Hs.173679,C1orf228,Chromosome 1 open reading frame 228,
eg:339559:chr1:p,339559,Hs.434385,ZNF642,Zinc finger protein 642,
eg:339568:chr20:m,339568,Hs.434319,LOC339568,Uncharacterized LOC339568,
eg:3396:chr17:p,3396,Hs.407955,ICT1,Immature colon carcinoma transcript 1,
eg:339665:chr22:p,339665,Hs.660384,SLC35E4,"Solute carrier family 35, member E4",
eg:339669:chr22:m,339669,Hs.124502,TEX33,Testis expressed 33,
eg:339674:chr22:p,339674,Hs.517656,BK250D10.8,Uncharacterized LOC339674,
eg:3397:chr20:p,3397,Hs.504609,ID1,"Inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",
eg:339745:chr2:p,339745,Hs.333297,SPOPL,Speckle-type POZ protein-like,
eg:339761:chr2:m,339761,Hs.407639,CYP27C1,"Cytochrome P450, family 27, subfamily C, polypeptide 1",
eg:339768:chr2:p,339768,Hs.127724,ESPNL,Espin-like,
eg:339778:chr2:p,339778,Hs.407083,C2orf70,Chromosome 2 open reading frame 70,
eg:339779:chr2:m,339779,Hs.136555,C2orf53,Chromosome 2 open reading frame 53,
eg:339788:chr2:m,339788,Hs.46864,LOC339788,Uncharacterized LOC339788,
eg:3398:chr2:p,3398,Hs.180919 /// Hs.726053,ID2,"Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",
eg:339804:chr2:p,339804,Hs.140617,C2orf74,Chromosome 2 open reading frame 74,
eg:339829:chr3:m,339829,Hs.712820 /// Hs.734668,CCDC39,Coiled-coil domain containing 39,
eg:339834:chr3:p,339834,Hs.631931,CCDC36,Coiled-coil domain containing 36,
eg:339855:chr3:m,339855,Hs.146730,KY,Kyphoscoliosis peptidase,
eg:339883:chr3:p,339883,Hs.475945,C3orf35,Chromosome 3 open reading frame 35,
eg:339896:chr3:m,339896,Hs.657052,GADL1,Glutamate decarboxylase-like 1,
eg:3399:chr1:m,3399,Hs.76884,ID3,"Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",
eg:339906:chr3:m,339906,Hs.585127,PRSS42,"Protease, serine, 42",
eg:339942:chr3:p,339942,Hs.450096,H1FX-AS1,H1FX antisense RNA 1 (non-protein coding),
eg:339965:chr4:m,339965,Hs.529680,CCDC158,Coiled-coil domain containing 158,
eg:339967:chr4:m,339967,Hs.450110,TMPRSS11A,"Transmembrane protease, serine 11A",
eg:339976:chr4:p,339976,Hs.348618,TRIML1,Tripartite motif family-like 1,
eg:339977:chr4:m,339977,Hs.661450,LRRC66,Leucine rich repeat containing 66,
eg:339983:chr4:p,339983,Hs.318529,NAT8L,"N-acetyltransferase 8-like (GCN5-related, putative)",
eg:34:chr1:p,34,Hs.445040,ACADM,"Acyl-CoA dehydrogenase, C-4 to C-12 straight chain",
eg:3400:chr6:p,3400,Hs.519601,ID4,"Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",
eg:340017:chr4:p,340017,Hs.428275,LOC340017,Uncharacterized LOC340017,
eg:340024:chr5:p,340024,Hs.481478,SLC6A19,"Solute carrier family 6 (neutral amino acid transporter), member 19",
eg:340061:chr5:m,340061,Hs.379754,TMEM173,Transmembrane protein 173,
eg:340069:chr5:p,340069,Hs.713304,FAM170A,"Family with sequence similarity 170, member A",
eg:340074:chr5:m,340074,Hs.434633,LOC340074,Uncharacterized LOC340074,
eg:340075:chr5:m,340075,Hs.591252,ARSI,"Arylsulfatase family, member I",
eg:340094:chr5:p,340094,Hs.665092,LOC340094,Uncharacterized LOC340094,
eg:340120:chr5:m,340120,Hs.519404,ANKRD34B,Ankyrin repeat domain 34B,
eg:340146:chr6:p,340146,Hs.369703,SLC35D3,"Solute carrier family 35, member D3",
eg:340152:chr6:m,340152,Hs.632618,ZC3H12D,Zinc finger CCCH-type containing 12D,
eg:340156:chr6:m,340156,Hs.127830,MYLK4,"Myosin light chain kinase family, member 4",
eg:340168:chr6:m,340168,Hs.125331,DPPA5,Developmental pluripotency associated 5,
eg:340198:chr6:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_cox_hap2:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_dbb_hap3:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_mann_hap4:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_mcf_hap5:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_qbl_hap6:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340198:chr6_ssto_hap7:m,340198,,IFITM4P,interferon induced transmembrane protein 4 pseudogene,
eg:340204:chr6:p,340204,Hs.131296,CLPSL1,Colipase-like 1,
eg:340205:chr6:m,340205,Hs.117331,TREML1,Triggering receptor expressed on myeloid cells-like 1,
eg:340206:chr6:m,340206,Hs.93698,TREML3P,Triggering receptor expressed on myeloid cells-like 3,
eg:340252:chr7:m,340252,Hs.520886,ZNF680,Zinc finger protein 680,
eg:340260:chr7:p,340260,Hs.232272,UNCX,UNC homeobox,
eg:340267:chr7:m,340267,Hs.491104,COL28A1,"Collagen, type XXVIII, alpha 1",
eg:340273:chr7:p,340273,Hs.404102,ABCB5,"ATP-binding cassette, sub-family B (MDR/TAP), member 5",
eg:340277:chr7:p,340277,Hs.592178,FAM221A,"Family with sequence similarity 221, member A",
eg:340286:chr7:m,340286,Hs.144075,FAM183B,Acyloxyacyl hydrolase (neutrophil),
eg:340307:chr7:m,340307,Hs.676333,CTAGE6P,"CTAGE family, member 6, pseudogene",
eg:340348:chr7:p,340348,Hs.27267,TSPAN33,Tetraspanin 33,
eg:340351:chr7:p,340351,Hs.648616,AGBL3,ATP/GTP binding protein-like 3,
eg:340357:chr8:m,340357,Hs.434302,LOC340357,Uncharacterized LOC340357,
eg:340359:chr8:m,340359,Hs.450252,KLHL38,Kelch-like 38 (Drosophila),
eg:340371:chr8:m,340371,Hs.521926,NRBP2,Nuclear receptor binding protein 2,
eg:340385:chr8:p,340385,Hs.521942,ZNF517,Zinc finger protein 517,
eg:340390:chr8:p,340390,Hs.98723,KIAA1875,KIAA1875,
eg:340393:chr8:m,340393,Hs.122231,C8ORFK29,Uncharacterized LOC340393,
eg:340419:chr8:m,340419,Hs.444834,RSPO2,R-spondin 2,
eg:340441:chr8:p,340441,Hs.531579,POTEA,"POTE ankyrin domain family, member A",
eg:340481:chr9:m,340481,Hs.649522 /// Hs.740511,ZDHHC21,"Zinc finger, DHHC-type containing 21",
eg:340485:chr9:p,340485,Hs.41379,ACER2,Alkaline ceramidase 2,
eg:340508:chr9:m,340508,Hs.680438,LOC340508,Growth arrest-specific 2 like 1 pseudogene,
eg:340526:chrX:m,340526,Hs.512180,RGAG4,Retrotransposon gag domain containing 4,
eg:340527:chrX:p,340527,Hs.397836,NHSL2,NHS-like 2,
eg:340529:chrX:m,340529,Hs.450320,PABPC1L2A,"Poly(A) binding protein, cytoplasmic 1-like 2A",
eg:340533:chrX:m,340533,Hs.124128,KIAA2022,KIAA2022,
eg:340542:chrX:m,340542,Hs.47209,BEX5,"Brain expressed, X-linked 5",
eg:340543:chrX:m,340543,Hs.403462,TCEAL5,Transcription elongation factor A (SII)-like 5,
eg:340547:chrX:p,340547,Hs.177164,VSIG1,V-set and immunoglobulin domain containing 1,
eg:340554:chrX:p,340554,Hs.21249,ZC3H12B,Zinc finger CCCH-type containing 12B,
eg:340562:chrX:m,340562,Hs.640783,SATL1,Spermidine/spermine N1-acetyl transferase-like 1,
eg:340578:chrX:m,340578,Hs.181867,DCAF12L2,DDB1 and CUL4 associated factor 12-like 2,
eg:340591:chrX:p,340591,Hs.732244,CA5BP1,Carbonic anhydrase VB pseudogene 1,
eg:340595:chrX:p,340595,Hs.368140,ZCCHC16,"Zinc finger, CCHC domain containing 16",
eg:340596:chrX:m,340596,Hs.297420,LHFPL1,Lipoma HMGIC fusion partner-like 1,
eg:340618:chrY:m,340618,,FAM41AY1,"family with sequence similarity 41, member A, Y-linked 1",
eg:340618:chrY:p,340618,,FAM41AY1,"family with sequence similarity 41, member A, Y-linked 1",
eg:340654:chr10:p,340654,Hs.55118,LIPM,"Lipase, family member M",
eg:340665:chr10:p,340665,Hs.369993,CYP26C1,"Cytochrome P450, family 26, subfamily C, polypeptide 1",
eg:340706:chr10:p,340706,Hs.735561,VWA2,Von Willebrand factor A domain containing 2,
eg:340719:chr10:p,340719,Hs.591918,NANOS1,Nanos homolog 1 (Drosophila),
eg:340745:chr10:m,340745,Hs.450425,LRIT2,"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 2",
eg:340784:chr10:p,340784,Hs.531194,HMX3,H6 family homeobox 3,
eg:340811:chr10:m,340811,Hs.282513,AKR1CL1,"Aldo-keto reductase family 1, member C-like 1",
eg:340980:chr11:p,340980,Hs.553704,OR52B6,"Olfactory receptor, family 52, subfamily B, member 6",
eg:341:chr19:p,341,Hs.110675,APOC1,Apolipoprotein C-I,
eg:341019:chr11:m,341019,Hs.592000,DCDC1,Doublecortin domain containing 1,
eg:341032:chr11:p,341032,Hs.298685,C11orf53,Chromosome 11 open reading frame 53,
eg:341056:chr11:p,341056,,LOC341056,SUMO1 activating enzyme subunit 1 pseudogene,
eg:341116:chr11:p,341116,Hs.591956,MS4A10,"Membrane-spanning 4-domains, subfamily A, member 10",
eg:341152:chr11:m,341152,Hs.554515,OR2AT4,"Olfactory receptor, family 2, subfamily AT, member 4",
eg:341208:chr11:p,341208,Hs.669645,HEPHL1,Hephaestin-like 1,
eg:341276:chr11:p,341276,Hs.371762,OR10A2,"Olfactory receptor, family 10, subfamily A, member 2",
eg:341277:chr11:m,341277,Hs.532475,OVCH2,Ovochymase 2 (gene/pseudogene),
eg:341346:chr12:p,341346,Hs.282121,C12orf70,Chromosome 12 open reading frame 70,
eg:341350:chr12:m,341350,Hs.674588,OVCH1,Ovochymase 1,
eg:341359:chr12:m,341359,Hs.118703,SYT10,Synaptotagmin X,
eg:341392:chr12:p,341392,Hs.450804,ACSM4,Acyl-CoA synthetase medium-chain family member 4,
eg:341405:chr12:p,341405,Hs.433492,ANKRD33,Ankyrin repeat domain 33,
eg:341416:chr12:p,341416,Hs.524483,OR6C2,"Olfactory receptor, family 6, subfamily C, member 2",
eg:341418:chr12:p,341418,Hs.495021 /// Hs.554552,OR6C4,"Olfactory receptor, family 6, subfamily C, member 4",
eg:341567:chr12:p,341567,Hs.155833,H1FNT,"H1 histone family, member N, testis-specific",
eg:341568:chr12:p,341568,Hs.524373,OR8S1,"Olfactory receptor, family 8, subfamily S, member 1",
eg:3416:chr10:m,3416,Hs.500546,IDE,Insulin-degrading enzyme,
eg:341640:chr13:p,341640,Hs.253994,FREM2,FRAS1 related extracellular matrix protein 2,
eg:341676:chr13:m,341676,Hs.672144,NEK5,NIMA (never in mitosis gene a)-related kinase 5,
eg:3417:chr2:m,3417,Hs.593422,IDH1,"Isocitrate dehydrogenase 1 (NADP+), soluble",
eg:341799:chr14:m,341799,Hs.513132,OR6S1,"Olfactory receptor, family 6, subfamily S, member 1",
eg:3418:chr15:m,3418,Hs.596461,IDH2,"Isocitrate dehydrogenase 2 (NADP+), mitochondrial",
eg:341880:chr14:m,341880,Hs.28280,SLC35F4,"Solute carrier family 35, member F4",
eg:3419:chr15:p,3419,Hs.591110,IDH3A,Isocitrate dehydrogenase 3 (NAD+) alpha,
eg:341947:chr14:p,341947,Hs.666459,COX8C,Cytochrome c oxidase subunit VIIIC,
eg:342:chr19:p,342,,APOC1P1,apolipoprotein C-I pseudogene 1,
eg:3420:chr20:m,3420,Hs.436405,IDH3B,Isocitrate dehydrogenase 3 (NAD+) beta,
eg:342035:chr15:p,342035,Hs.526441,GLDN,Gliomedin,
eg:342096:chr15:m,342096,Hs.546408 /// Hs.672474,GOLGA6A,"Golgin A6 family, member A",
eg:3421:chrX:m,3421,Hs.410197,IDH3G,Isocitrate dehydrogenase 3 (NAD+) gamma,
eg:342125:chr15:m,342125,Hs.253489,TMC3,Transmembrane channel-like 3,
eg:342132:chr15:p,342132,Hs.55307,ZNF774,Zinc finger protein 774,
eg:342184:chr15:m,342184,Hs.657649,FMN1,Formin 1,
eg:3422:chr10:m,3422,Hs.283652,IDI1,Isopentenyl-diphosphate delta isomerase 1,
eg:3423:chrX:m,3423,Hs.460960,IDS,Iduronate 2-sulfatase,
eg:342346:chr16:p,342346,Hs.684212,C16orf96,Chromosome 16 open reading frame 96,
eg:342357:chr16:m,342357,Hs.513451,ZKSCAN2,Zinc finger with KRAB and SCAN domains 2,
eg:342371:chr16:p,342371,Hs.597095,ATXN1L,Ataxin 1-like,
eg:342372:chr16:m,342372,Hs.675286,PKD1L3,Polycystic kidney disease 1-like 3,
eg:3425:chr4:p,3425,Hs.89560,IDUA,"Iduronidase, alpha-L-",
eg:342510:chr17:m,342510,Hs.158954,CD300E,CD300e molecule,
eg:342527:chr17:p,342527,Hs.441709,SMTNL2,Smoothelin-like 2,
eg:342538:chr17:m,342538,Hs.591178,NACA2,Nascent polypeptide-associated complex alpha subunit 2,
eg:342574:chr17:m,342574,Hs.59363,KRT27,Keratin 27,
eg:3426:chr4:m,3426,Hs.312485,CFI,Complement factor I,
eg:342615:chr17:m,342615,,,,
eg:342618:chr17:m,342618,Hs.591193,SLFN14,Schlafen family member 14,
eg:342667:chr17:m,342667,Hs.145068,STAC2,SH3 and cysteine rich domain 2,
eg:3428:chr1:p,3428,Hs.380250,IFI16,"Interferon, gamma-inducible protein 16",
eg:342865:chr19:p,342865,Hs.451618,VSTM2B,V-set and transmembrane domain containing 2B,
eg:342897:chr19:p,342897,Hs.726934,NCCRP1,Non-specific cytotoxic cell receptor protein 1 homolog (zebrafish),
eg:342898:chr19:m,342898,Hs.124123,SYCN,Syncollin,
eg:3429:chr14:p,3429,Hs.532634,IFI27,"Interferon, alpha-inducible protein 27",
eg:342900:chr19:p,342900,Hs.451638,LEUTX,Leucine twenty homeobox,
eg:342908:chr19:m,342908,Hs.76561,ZNF404,Zinc finger protein 404,
eg:342909:chr19:p,342909,Hs.445395,ZNF284,Zinc finger protein 284,
eg:342926:chr19:m,342926,Hs.20506,ZNF677,Zinc finger protein 677,
eg:342931:chr19:p,342931,Hs.631553,RFPL4A,Ret finger protein-like 4A,
eg:342933:chr19:m,342933,Hs.132130,ZSCAN5B,Zinc finger and SCAN domain containing 5B,
eg:342945:chr19:p,342945,Hs.388162,ZSCAN22,Zinc finger and SCAN domain containing 22,
eg:342977:chr19:p,342977,Hs.127982,NANOS3,Nanos homolog 3 (Drosophila),
eg:342979:chr19:m,342979,Hs.444298,PALM3,Paralemmin 3,
eg:343:chr16:p,343,Hs.176658,AQP8,Aquaporin 8,
eg:3430:chr17:p,3430,Hs.632258,IFI35,Interferon-induced protein 35,
eg:343035:chr1:m,343035,Hs.632495,RD3,Retinal degeneration 3,
eg:343066:chr1:p,343066,Hs.209954,AADACL4,Arylacetamide deacetylase-like 4,
eg:343068:chr1:m,343068,Hs.567864,PRAMEF5,PRAME family member 5,
eg:343068:chr1:p,343068,Hs.567864,PRAMEF5,PRAME family member 5,
eg:343069:chr1:m,343069,Hs.502617,HNRNPCL1,Heterogeneous nuclear ribonucleoprotein C-like 1,
eg:343070:chr1:p,343070,,PRAMEF9,PRAME family member 9,
eg:343071:chr1:m,343071,Hs.684629 /// Hs.715459,PRAMEF10,PRAME family member 10,
eg:343099:chr1:p,343099,Hs.310637,CCDC18,Coiled-coil domain containing 18,
eg:3431:chr2:m,3431,Hs.145150,SP110,SP110 nuclear body protein,
eg:343169:chr1:m,343169,Hs.591529,OR6F1,"Olfactory receptor, family 6, subfamily F, member 1",
eg:343171:chr1:p,343171,Hs.269151,OR2W3,"Olfactory receptor, family 2, subfamily W, member 3",
eg:343172:chr1:p,343172,Hs.521114,OR2T8,"Olfactory receptor, family 2, subfamily T, member 8",
eg:343173:chr1:p,343173,Hs.554481,OR2T3,"Olfactory receptor, family 2, subfamily T, member 3",
eg:343263:chr1:m,343263,Hs.443402,MYBPHL,Myosin binding protein H-like,
eg:3433:chr10:p,3433,Hs.437609,IFIT2,Interferon-induced protein with tetratricopeptide repeats 2,
eg:3434:chr10:p,3434,Hs.20315,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,
eg:343406:chr1:p,343406,Hs.731306,OR10R2,"Olfactory receptor, family 10, subfamily R, member 2",
eg:343413:chr1:p,343413,Hs.196955,FCRL6,Fc receptor-like 6,
eg:343450:chr1:m,343450,Hs.657046,KCNT2,"Potassium channel, subfamily T, member 2",
eg:343472:chr1:m,343472,Hs.451956,BARHL2,BarH-like homeobox 2,
eg:343477:chr1:p,343477,Hs.591435,HSP90B3P,"Heat shock protein 90kDa beta (Grp94), member 3, pseudogene",
eg:343505:chr1:m,343505,Hs.647677,NBPF7,"Neuroblastoma breakpoint family, member 7",
eg:343521:chr1:m,343521,Hs.585137,TCTEX1D4,Tctex1 domain containing 4,
eg:343563:chr1:m,343563,Hs.553707,OR2T29,"Olfactory receptor, family 2, subfamily T, member 29",
eg:343637:chr20:m,343637,Hs.444980,RSPO4,R-spondin 4,
eg:343641:chr20:p,343641,Hs.452039,TGM6,Transglutaminase 6,
eg:3437:chr10:p,3437,Hs.731813,IFIT3,Interferon-induced protein with tetratricopeptide repeats 3,
eg:343702:chr20:p,343702,Hs.666444,XKR7,"XK, Kell blood group complex subunit-related family, member 7",
eg:3439:chr9:p,3439,Hs.37026,IFNA1,"Interferon, alpha 1",
eg:343930:chr2:p,343930,Hs.705359,MSGN1,Mesogenin 1,
eg:343990:chr2:m,343990,Hs.469398,C2orf55,Chromosome 2 open reading frame 55,
eg:344:chr19:p,344,Hs.75615 /// Hs.731889,APOC2,Apolipoprotein C-II,
eg:3440:chr9:m,3440,Hs.211575,IFNA2,"Interferon, alpha 2",
eg:344018:chr2:m,344018,Hs.407636,FIGLA,Folliculogenesis specific basic helix-loop-helix,
eg:344022:chr2:p,344022,Hs.694384,NOTO,Notochord homeobox,
eg:3441:chr9:m,3441,Hs.1510,IFNA4,"Interferon, alpha 4",
eg:344148:chr2:m,344148,Hs.537329,NCKAP5,NCK-associated protein 5,
eg:344167:chr2:m,344167,Hs.716722,FOXI3,Forkhead box I3,
eg:344191:chr2:m,344191,Hs.452341,EVX2,Even-skipped homeobox 2,
eg:3442:chr9:m,3442,Hs.37113,IFNA5,"Interferon, alpha 5",
eg:3443:chr9:m,3443,Hs.533470,IFNA6,"Interferon, alpha 6",
eg:344387:chr2:m,344387,Hs.403201,CDKL4,Cyclin-dependent kinase-like 4,
eg:3444:chr9:m,3444,Hs.282274,IFNA7,"Interferon, alpha 7",
eg:344405:chr2:p,344405,,PRORSD1P,"prolyl-tRNA synthetase associated domain containing 1, pseudogene",
eg:344454:chr2:p,344454,,AOX2P,aldehyde oxidase 2 pseudogene,
eg:3445:chr9:p,3445,Hs.73890,IFNA8,"Interferon, alpha 8",
eg:344558:chr2:p,344558,Hs.171244 /// Hs.535157,SH3RF3,SH3 domain containing ring finger 3,
eg:344561:chr2:p,344561,Hs.452574,GPR148,G protein-coupled receptor 148,
eg:344595:chr3:p,344595,Hs.543039,LOC344595,Uncharacterized LOC344595,
eg:3446:chr9:m,3446,Hs.282275,IFNA10,"Interferon, alpha 10",
eg:344657:chr3:p,344657,Hs.319484,LRRIQ4,Leucine-rich repeats and IQ motif containing 4,
eg:344658:chr3:p,344658,Hs.439922,SAMD7,Sterile alpha motif domain containing 7,
eg:3447:chr9:m,3447,Hs.533471,IFNA13,"Interferon, alpha 13",
eg:344752:chr3:p,344752,Hs.144710,AADACL2,Arylacetamide deacetylase-like 2,
eg:344758:chr3:m,344758,Hs.688231,GPR149,G protein-coupled receptor 149,
eg:344787:chr3:p,344787,Hs.585139,ZNF860,Zinc finger protein 860,
eg:3448:chr9:m,3448,Hs.93907,IFNA14,"Interferon, alpha 14",
eg:344805:chr3:p,344805,Hs.435490,TMPRSS7,"Transmembrane protease, serine 7",
eg:344807:chr3:m,344807,Hs.531814,CD200R1L,CD200 receptor 1-like,
eg:344838:chr3:m,344838,Hs.408385 /// Hs.656111,PAQR9,Progestin and adipoQ receptor family member IX,
eg:344875:chr3:m,344875,Hs.722756,COL6A4P1,"Collagen, type VI, alpha 4 pseudogene 1",
eg:344892:chr3:m,344892,Hs.567872,RTP2,Receptor (chemosensory) transporter protein 2,
eg:3449:chr9:m,3449,Hs.56303,IFNA16,"Interferon, alpha 16",
eg:344901:chr3:p,344901,Hs.526794,OSTN,Osteocrin,
eg:344905:chr3:m,344905,Hs.658032,ATP13A5,ATPase type 13A5,
eg:344967:chr4:m,344967,Hs.534633,LOC344967,Acyl-CoA thioesterase 7 pseudogene,
eg:345:chr11:p,345,Hs.73849,APOC3,Apolipoprotein C-III,
eg:345062:chr4:p,345062,Hs.651266,PRSS48,"Protease, serine, 48",
eg:345079:chr4:m,345079,Hs.257292,SOWAHB,Sosondowah ankyrin repeat domain family member B,
eg:3451:chr9:m,3451,Hs.282276,IFNA17,"Interferon, alpha 17",
eg:345193:chr4:p,345193,Hs.308127,LRIT3,"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 3",
eg:3452:chr9:m,3452,Hs.113211,IFNA21,"Interferon, alpha 21",
eg:345222:chr4:p,345222,Hs.442291,MSANTD1,Myb/SANT-like DNA-binding domain containing 1,
eg:345274:chr4:m,345274,Hs.452996,SLC10A6,"Solute carrier family 10 (sodium/bile acid cotransporter family), member 6",
eg:345275:chr4:m,345275,Hs.284414,HSD17B13,Hydroxysteroid (17-beta) dehydrogenase 13,
eg:3454:chr21:p,3454,Hs.529400,IFNAR1,"Interferon (alpha, beta and omega) receptor 1",
eg:345456:chr5:m,345456,Hs.130196,PFN3,Profilin 3,
eg:345462:chr5:p,345462,Hs.445740,ZNF879,Zinc finger protein 879,
eg:3455:chr21:p,3455,Hs.708195,IFNAR2,"Interferon (alpha, beta and omega) receptor 2",
eg:345557:chr5:m,345557,Hs.145404,PLCXD3,"Phosphatidylinositol-specific phospholipase C, X domain containing 3",
