ID	Entrez GeneID	Symbol	Name
ATG2B	55102	ATG2B	Autophagy related 2B
ATG3	64422	ATG3	Autophagy related 3
ATG4A	115201	ATG4A	"Autophagy related 4A, cysteine peptidase"
ATG4B	23192	ATG4B	"Autophagy related 4B, cysteine peptidase"
ATG4C	84938	ATG4C	"Autophagy related 4C, cysteine peptidase"
ATG4D	84971	ATG4D	"Autophagy related 4D, cysteine peptidase"
ATG5	9474	ATG5	Autophagy related 5
ATG7	10533	ATG7	Autophagy related 7
ATG9A	79065	ATG9A	Autophagy related 9A
ATG9B	285973	ATG9B	Autophagy related 9B
ATHL1	80162	ATHL1	"ATH1, acid trehalase-like 1 (yeast)"
ATIC	471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
ATL1	51062	ATL1	Atlastin GTPase 1
ATL2	64225	ATL2	Atlastin GTPase 2
ATL3	25923	ATL3	Atlastin GTPase 3
ATM	472	ATM	Ataxia telangiectasia mutated
ATMIN	23300	ATMIN	ATM interactor
ATN1	1822	ATN1	Atrophin 1
ATOH1	474	ATOH1	Atonal homolog 1 (Drosophila)
ATOH7	220202	ATOH7	Atonal homolog 7 (Drosophila)
ATOH8	84913	ATOH8	Atonal homolog 8 (Drosophila)
ATOX1	475	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)
ATP10A	57194	ATP10A	"ATPase, class V, type 10A"
ATP10B	23120	ATP10B	"ATPase, class V, type 10B"
ATP10D	57205	ATP10D	"ATPase, class V, type 10D"
ATP11A	23250	ATP11A	"ATPase, class VI, type 11A"
ATP11B	23200	ATP11B	"ATPase, class VI, type 11B"
ATP11C	286410	ATP11C	"ATPase, class VI, type 11C"
ATP12A	479	ATP12A	"ATPase, H+/K+ transporting, nongastric, alpha polypeptide"
ATP13A1	57130	ATP13A1	ATPase type 13A1
ATP13A2	23400	ATP13A2	ATPase type 13A2
ATP13A3	79572	ATP13A3	ATPase type 13A3
ATP13A4	84239	ATP13A4	ATPase type 13A4
ATP13A5	344905	ATP13A5	ATPase type 13A5
ATP1A1	476	ATP1A1	"ATPase, Na+/K+ transporting, alpha 1 polypeptide"
ATP1A1OS	84852	ATP1A1OS	ATP1A1 opposite strand
ATP1A2	477	ATP1A2	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
ATP1A3	478	ATP1A3	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
ATP1A4	480	ATP1A4	"ATPase, Na+/K+ transporting, alpha 4 polypeptide"
ATP1B1	481	ATP1B1	"ATPase, Na+/K+ transporting, beta 1 polypeptide"
ATP1B2	482	ATP1B2	"ATPase, Na+/K+ transporting, beta 2 polypeptide"
ATP1B3	483	ATP1B3	"ATPase, Na+/K+ transporting, beta 3 polypeptide"
ATP1B4	23439	ATP1B4	"ATPase, Na+/K+ transporting, beta 4 polypeptide"
ATP2A1	487	ATP2A1	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
ATP2A2	488	ATP2A2	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
ATP2A3	489	ATP2A3	"ATPase, Ca++ transporting, ubiquitous"
ATP2B1	490	ATP2B1	"ATPase, Ca++ transporting, plasma membrane 1"
ATP2B2	491	ATP2B2	"ATPase, Ca++ transporting, plasma membrane 2"
ATP2B3	492	ATP2B3	"ATPase, Ca++ transporting, plasma membrane 3"
ATP2B4	493	ATP2B4	"ATPase, Ca++ transporting, plasma membrane 4"
ATP2C1	27032	ATP2C1	"ATPase, Ca++ transporting, type 2C, member 1"
ATP2C2	9914	ATP2C2	"ATPase, Ca++ transporting, type 2C, member 2"
ATP4A	495	ATP4A	"ATPase, H+/K+ exchanging, alpha polypeptide"
ATP4B	496	ATP4B	"ATPase, H+/K+ exchanging, beta polypeptide"
ATP5A1	498	ATP5A1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"
ATP5B	506	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
ATP5C1	509	ATP5C1	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
ATP5D	513	ATP5D	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
ATP5E	514	ATP5E	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
ATP5EP2	432369	ATP5EP2	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2"
ATP5F1	515	ATP5F1	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"
ATP5G1	516	ATP5G1	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"
ATP5G2	517	ATP5G2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"
ATP5G3	518	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"
ATP5H	10476	ATP5H	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d"
ATP5I	521	ATP5I	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"
ATP5J	522	ATP5J	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"
ATP5J2	9551	ATP5J2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"
ATP5J2-PTCD1	100526740	ATP5J2-PTCD1	ATP5J2-PTCD1 readthrough
ATP5L	10632	ATP5L	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G"
ATP5L2	267020	ATP5L2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2"
ATP5O	539	ATP5O	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
ATP5S	27109	ATP5S	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"
ATP5SL	55101	ATP5SL	ATP5S-like
ATP6AP1	537	ATP6AP1	"ATPase, H+ transporting, lysosomal accessory protein 1"
ATP6AP1L	92270	ATP6AP1L	"ATPase, H+ transporting, lysosomal accessory protein 1-like"
ATP6AP2	10159	ATP6AP2	"ATPase, H+ transporting, lysosomal accessory protein 2"
ATP6V0A1	535	ATP6V0A1	"ATPase, H+ transporting, lysosomal V0 subunit a1"
ATP6V0A2	23545	ATP6V0A2	"ATPase, H+ transporting, lysosomal V0 subunit a2"
ATP6V0A4	50617	ATP6V0A4	"ATPase, H+ transporting, lysosomal V0 subunit a4"
ATP6V0B	533	ATP6V0B	"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"
ATP6V0C	527	ATP6V0C	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"
ATP6V0CP3	442211	ATP6V0CP3	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c pseudogene 3"
ATP6V0D1	9114	ATP6V0D1	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"
ATP6V0D2	245972	ATP6V0D2	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"
ATP6V0E1	8992	ATP6V0E1	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"
ATP6V0E2	155066	ATP6V0E2	"ATPase, H+ transporting V0 subunit e2"
ATP6V1A	523	ATP6V1A	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
ATP6V1B1	525	ATP6V1B1	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1"
ATP6V1B2	526	ATP6V1B2	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"
ATP6V1C1	528	ATP6V1C1	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"
ATP6V1C2	245973	ATP6V1C2	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2"
ATP6V1D	51382	ATP6V1D	"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"
ATP6V1E1	529	ATP6V1E1	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"
ATP6V1E2	90423	ATP6V1E2	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2"
ATP6V1F	9296	ATP6V1F	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"
ATP6V1G1	9550	ATP6V1G1	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1"
ATP6V1G2	534	ATP6V1G2	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2"
ATP6V1G2-DDX39B	100532737	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)
ATP6V1G3	127124	ATP6V1G3	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3"
ATP6V1H	51606	ATP6V1H	"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"
ATP7A	538	ATP7A	"ATPase, Cu++ transporting, alpha polypeptide"
ATP7B	540	ATP7B	"ATPase, Cu++ transporting, beta polypeptide"
ATP8A1	10396	ATP8A1	"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1"
ATP8A2	51761	ATP8A2	"ATPase, aminophospholipid transporter, class I, type 8A, member 2"
ATP8B1	5205	ATP8B1	"ATPase, aminophospholipid transporter, class I, type 8B, member 1"
ATP8B2	57198	ATP8B2	"ATPase, aminophospholipid transporter, class I, type 8B, member 2"
ATP8B3	148229	ATP8B3	"ATPase, aminophospholipid transporter, class I, type 8B, member 3"
ATP8B4	79895	ATP8B4	"ATPase, class I, type 8B, member 4"
ATP8B5P	158381	ATP8B5P	"ATPase, class I, type 8B, member 5, pseudogene"
ATP9A	10079	ATP9A	"ATPase, class II, type 9A"
ATP9B	374868	ATP9B	"ATPase, class II, type 9B"
ATPAF1	64756	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
ATPAF1-AS1	374973	ATPAF1-AS1	Testis expressed 38
ATPAF2	91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
ATPBD4	89978	ATPBD4	ATP binding domain 4
ATPIF1	93974	ATPIF1	ATPase inhibitory factor 1
ATR	545	ATR	Ataxia telangiectasia and Rad3 related
ATRIP	84126	ATRIP	ATR interacting protein
ATRN	8455	ATRN	Attractin
ATRNL1	26033	ATRNL1	Attractin-like 1
ATRX	546	ATRX	Alpha thalassemia/mental retardation syndrome X-linked
ATXN1	6310	ATXN1	Ataxin 1
ATXN10	25814	ATXN10	Ataxin 10
ATXN1L	342371	ATXN1L	Ataxin 1-like
ATXN2	6311	ATXN2	Ataxin 2
ATXN2L	11273	ATXN2L	Ataxin 2-like
ATXN3	4287	ATXN3	Ataxin 3
ATXN3L	92552	ATXN3L	Ataxin 3-like
ATXN7	6314	ATXN7	Ataxin 7
ATXN7L1	222255	ATXN7L1	Ataxin 7-like 1
ATXN7L2	127002	ATXN7L2	Ataxin 7-like 2
ATXN7L3	56970	ATXN7L3	Ataxin 7-like 3
ATXN7L3B	552889	ATXN7L3B	Ataxin 7-like 3B
ATXN8OS	6315	ATXN8OS	ATXN8 opposite strand (non-protein coding)
AUH	549	AUH	AU RNA binding protein/enoyl-CoA hydratase
AUP1	550	AUP1	Ancient ubiquitous protein 1
AURKA	6790	AURKA	Aurora kinase A
AURKAIP1	54998	AURKAIP1	Aurora kinase A interacting protein 1
AURKAPS1	6791	AURKAPS1	Aurora kinase A pseudogene 1
AURKB	9212	AURKB	Aurora kinase B
AURKC	6795	AURKC	Aurora kinase C
AUTS2	26053	AUTS2	Autism susceptibility candidate 2
AVEN	57099	AVEN	"Apoptosis, caspase activation inhibitor"
AVIL	10677	AVIL	Advillin
AVL9	23080	AVL9	AVL9 homolog (S. cerevisiase)
AVP	551	AVP	Arginine vasopressin
AVPI1	60370	AVPI1	Arginine vasopressin-induced 1
AVPR1A	552	AVPR1A	Arginine vasopressin receptor 1A
AVPR1B	553	AVPR1B	Arginine vasopressin receptor 1B
AVPR2	554	AVPR2	Arginine vasopressin receptor 2
AWAT1	158833	AWAT1	Acyl-CoA wax alcohol acyltransferase 1
AWAT2	158835	AWAT2	Acyl-CoA wax alcohol acyltransferase 2
AXDND1	126859	AXDND1	Axonemal dynein light chain domain containing 1
AXIN1	8312	AXIN1	Axin 1
AXIN2	8313	AXIN2	Axin 2
AXL	558	AXL	AXL receptor tyrosine kinase
AZGP1	563	AZGP1	"Alpha-2-glycoprotein 1, zinc-binding"
AZGP1P1	646282	AZGP1P1	"Alpha-2-glycoprotein 1, zinc-binding pseudogene 1"
AZI1	22994	AZI1	5-azacytidine induced 1
AZI2	64343	AZI2	5-azacytidine induced 2
AZIN1	51582	AZIN1	Antizyme inhibitor 1
AZU1	566	AZU1	Azurocidin 1
B2M	567	B2M	Beta-2-microglobulin
B3GALNT1	8706	B3GALNT1	"Beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
B3GALNT2	148789	B3GALNT2	"Beta-1,3-N-acetylgalactosaminyltransferase 2"
B3GALT1	8708	B3GALT1	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1"
B3GALT2	8707	B3GALT2	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
B3GALT4	8705	B3GALT4	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
B3GALT5	10317	B3GALT5	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5"
B3GALT6	126792	B3GALT6	"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6"
B3GALTL	145173	B3GALTL	"Beta 1,3-galactosyltransferase-like"
B3GAT1	27087	B3GAT1	"Beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
B3GAT2	135152	B3GAT2	"Beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)"
B3GAT3	26229	B3GAT3	"Beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"
B3GNT1	11041	B3GNT1	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1"
B3GNT2	10678	B3GNT2	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
B3GNT3	10331	B3GNT3	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
B3GNT4	79369	B3GNT4	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
B3GNT5	84002	B3GNT5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
B3GNT6	192134	B3GNT6	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)"
B3GNT7	93010	B3GNT7	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
B3GNT8	374907	B3GNT8	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8"
B3GNT9	84752	B3GNT9	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
B3GNTL1	146712	B3GNTL1	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
B4GALNT1	2583	B4GALNT1	"Beta-1,4-N-acetyl-galactosaminyl transferase 1"
B4GALNT2	124872	B4GALNT2	"Beta-1,4-N-acetyl-galactosaminyl transferase 2"
B4GALNT3	283358	B4GALNT3	"Beta-1,4-N-acetyl-galactosaminyl transferase 3"
B4GALNT4	338707	B4GALNT4	"Beta-1,4-N-acetyl-galactosaminyl transferase 4"
B4GALT1	2683	B4GALT1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
B4GALT2	8704	B4GALT2	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2"
B4GALT3	8703	B4GALT3	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3"
B4GALT4	8702	B4GALT4	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4"
B4GALT5	9334	B4GALT5	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5"
B4GALT6	9331	B4GALT6	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6"
B4GALT7	11285	B4GALT7	"Xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7"
B7H6	374383	B7H6	Natural killer cell cytotoxicity receptor 3 ligand 1
B9D1	27077	B9D1	B9 protein domain 1
B9D2	80776	B9D2	B9 protein domain 2
BAALC	79870	BAALC	"Brain and acute leukemia, cytoplasmic"
BAAT	570	BAAT	Bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)
BABAM1	29086	BABAM1	BRISC and BRCA1 A complex member 1
BACE1	23621	BACE1	Beta-site APP-cleaving enzyme 1
BACE1-AS	100379571	BACE1-AS	BACE1 antisense RNA
BACE2	25825	BACE2	Beta-site APP-cleaving enzyme 2
BACH1	571	BACH1	"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
BACH2	60468	BACH2	"BTB and CNC homology 1, basic leucine zipper transcription factor 2"
BAD	572	BAD	BCL2-associated agonist of cell death
BAG1	573	BAG1	BCL2-associated athanogene
BAG2	9532	BAG2	BCL2-associated athanogene 2
BAG3	9531	BAG3	BCL2-associated athanogene 3
BAG4	9530	BAG4	BCL2-associated athanogene 4
BAG5	9529	BAG5	BCL2-associated athanogene 5
BAG6	7917	BAG6	BCL2-associated athanogene 6
BAGE	574	BAGE	B melanoma antigen
BAGE2	85319	BAGE2	"B melanoma antigen family, member 2"
BAGE3	85318	BAGE3	"B melanoma antigen family, member 3"
BAGE4	85317	BAGE4	"B melanoma antigen family, member 4"
BAGE5	85316	BAGE5	"B melanoma antigen family, member 5"
BAHCC1	57597	BAHCC1	BAH domain and coiled-coil containing 1
BAHD1	22893	BAHD1	Bromo adjacent homology domain containing 1
BAI1	575	BAI1	Brain-specific angiogenesis inhibitor 1
BAI2	576	BAI2	Brain-specific angiogenesis inhibitor 2
BAI3	577	BAI3	Brain-specific angiogenesis inhibitor 3
BAIAP2	10458	BAIAP2	BAI1-associated protein 2
BAIAP2L1	55971	BAIAP2L1	BAI1-associated protein 2-like 1
BAIAP2L2	80115	BAIAP2L2	BAI1-associated protein 2-like 2
BAIAP3	8938	BAIAP3	BAI1-associated protein 3
BAK1	578	BAK1	BCL2-antagonist/killer 1
BAMBI	25805	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)
BANF1	8815	BANF1	Barrier to autointegration factor 1
BANF2	140836	BANF2	Barrier to autointegration factor 2
BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1
BANP	54971	BANP	BTG3 associated nuclear protein
BAP1	8314	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
BARD1	580	BARD1	BRCA1 associated RING domain 1
BARHL1	56751	BARHL1	BarH-like homeobox 1
BARHL2	343472	BARHL2	BarH-like homeobox 2
BARX1	56033	BARX1	BARX homeobox 1
BARX2	8538	BARX2	BARX homeobox 2
BASP1	10409	BASP1	"Brain abundant, membrane attached signal protein 1"
BASP1P1	646201	BASP1P1	"Brain abundant, membrane attached signal protein 1 pseudogene 1"
BATF	10538	BATF	"Basic leucine zipper transcription factor, ATF-like"
BATF2	116071	BATF2	"Basic leucine zipper transcription factor, ATF-like 2"
BATF3	55509	BATF3	"Basic leucine zipper transcription factor, ATF-like 3"
BAX	581	BAX	BCL2-associated X protein
BAZ1A	11177	BAZ1A	"Bromodomain adjacent to zinc finger domain, 1A"
BAZ1B	9031	BAZ1B	"Bromodomain adjacent to zinc finger domain, 1B"
BAZ2A	11176	BAZ2A	"Bromodomain adjacent to zinc finger domain, 2A"
BAZ2B	29994	BAZ2B	"Bromodomain adjacent to zinc finger domain, 2B"
BBC3	27113	BBC3	BCL2 binding component 3
BBIP1	92482	BBIP1	BBSome interacting protein 1
BBOX1	8424	BBOX1	"Butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1"
BBS1	582	BBS1	Bardet-Biedl syndrome 1
BBS10	79738	BBS10	Bardet-Biedl syndrome 10
BBS12	166379	BBS12	Bardet-Biedl syndrome 12
BBS2	583	BBS2	Bardet-Biedl syndrome 2
BBS4	585	BBS4	Bardet-Biedl syndrome 4
BBS5	129880	BBS5	Bardet-Biedl syndrome 5
BBS7	55212	BBS7	Bardet-Biedl syndrome 7
BBS9	27241	BBS9	Bardet-Biedl syndrome 9
BBX	56987	BBX	Bobby sox homolog (Drosophila)
BCAM	4059	BCAM	Basal cell adhesion molecule (Lutheran blood group)
BCAN	63827	BCAN	Brevican
BCAP29	55973	BCAP29	B-cell receptor-associated protein 29
BCAP31	10134	BCAP31	B-cell receptor-associated protein 31
BCAR1	9564	BCAR1	Breast cancer anti-estrogen resistance 1
BCAR3	8412	BCAR3	Breast cancer anti-estrogen resistance 3
BCAR4	400500	BCAR4	Breast cancer anti-estrogen resistance 4 (non-protein coding)
BCAS1	8537	BCAS1	Breast carcinoma amplified sequence 1
BCAS2	10286	BCAS2	Breast carcinoma amplified sequence 2
BCAS3	54828	BCAS3	Breast carcinoma amplified sequence 3
BCAS4	55653	BCAS4	Breast carcinoma amplified sequence 4
BCAT1	586	BCAT1	"Branched chain amino-acid transaminase 1, cytosolic"
BCAT2	587	BCAT2	"Branched chain amino-acid transaminase 2, mitochondrial"
BCCIP	56647	BCCIP	BRCA2 and CDKN1A interacting protein
BCDIN3D	144233	BCDIN3D	BCDIN3 domain containing
BCHE	590	BCHE	Butyrylcholinesterase
BCKDHA	593	BCKDHA	"Branched chain keto acid dehydrogenase E1, alpha polypeptide"
BCKDHB	594	BCKDHB	"Branched chain keto acid dehydrogenase E1, beta polypeptide"
BCKDK	10295	BCKDK	Branched chain ketoacid dehydrogenase kinase
BCL10	8915	BCL10	B-cell CLL/lymphoma 10
BCL11A	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)
BCL11B	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
BCL2	596	BCL2	B-cell CLL/lymphoma 2
BCL2A1	597	BCL2A1	BCL2-related protein A1
BCL2L1	598	BCL2L1	BCL2-like 1
BCL2L10	10017	BCL2L10	BCL2-like 10 (apoptosis facilitator)
BCL2L11	10018	BCL2L11	BCL2-like 11 (apoptosis facilitator)
BCL2L12	83596	BCL2L12	BCL2-like 12 (proline rich)
BCL2L13	23786	BCL2L13	BCL2-like 13 (apoptosis facilitator)
BCL2L14	79370	BCL2L14	BCL2-like 14 (apoptosis facilitator)
BCL2L15	440603	BCL2L15	BCL2-like 15
BCL2L2	599	BCL2L2	BCL2-like 2
BCL2L2-PABPN1	100529063	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough
BCL3	602	BCL3	B-cell CLL/lymphoma 3
BCL6	604	BCL6	B-cell CLL/lymphoma 6
BCL6B	255877	BCL6B	"B-cell CLL/lymphoma 6, member B"
BCL7A	605	BCL7A	B-cell CLL/lymphoma 7A
BCL7B	9275	BCL7B	B-cell CLL/lymphoma 7B
BCL7C	9274	BCL7C	B-cell CLL/lymphoma 7C
BCL9	607	BCL9	B-cell CLL/lymphoma 9
BCL9L	283149	BCL9L	B-cell CLL/lymphoma 9-like
BCLAF1	9774	BCLAF1	BCL2-associated transcription factor 1
BCMO1	53630	BCMO1	"Beta-carotene 15,15'-monooxygenase 1"
BCO2	83875	BCO2	Beta-carotene oxygenase 2
BCOR	54880	BCOR	BCL6 corepressor
BCORL1	63035	BCORL1	BCL6 corepressor-like 1
BCORP1	286554	BCORP1	BCL6 corepressor pseudogene 1
BCR	613	BCR	Breakpoint cluster region
BCRP2	400892	BCRP2	Breakpoint cluster region pseudogene 2
BCRP3	644165	BCRP3	Breakpoint cluster region pseudogene 3
BCS1L	617	BCS1L	BC1 (ubiquinol-cytochrome c reductase) synthesis-like
BCYRN1	618	BCYRN1	brain cytoplasmic RNA 1
BDAG1	100499483	BDAG1	Coiled-coil domain containing 180
BDH1	622	BDH1	"3-hydroxybutyrate dehydrogenase, type 1"
BDH2	56898	BDH2	"3-hydroxybutyrate dehydrogenase, type 2"
BDKRB1	623	BDKRB1	Bradykinin receptor B1
BDKRB2	624	BDKRB2	Bradykinin receptor B2
BDNF	627	BDNF	Brain-derived neurotrophic factor
BDNF-AS1	497258	BDNF-AS1	BDNF antisense RNA
BDP1	55814	BDP1	"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
BEAN1	146227	BEAN1	"Brain expressed, associated with NEDD4, 1"
BECN1	8678	BECN1	"Beclin 1, autophagy related"
BEGAIN	57596	BEGAIN	Brain-enriched guanylate kinase-associated
BEND2	139105	BEND2	BEN domain containing 2
BEND3	57673	BEND3	BEN domain containing 3
BEND4	389206	BEND4	BEN domain containing 4
BEND5	79656	BEND5	BEN domain containing 5
BEND6	221336	BEND6	BEN domain containing 6
BEND7	222389	BEND7	BEN domain containing 7
BEST1	7439	BEST1	Bestrophin 1
BEST2	54831	BEST2	Bestrophin 2
BEST3	144453	BEST3	Bestrophin 3
BEST4	266675	BEST4	Bestrophin 4
BET1	10282	BET1	Bet1 golgi vesicular membrane trafficking protein
BET1L	51272	BET1L	Bet1 golgi vesicular membrane trafficking protein-like
BET3L	100128327	BET3L	BET3 like (S. cerevisiae)
BEX1	55859	BEX1	"Brain expressed, X-linked 1"
BEX2	84707	BEX2	Brain expressed X-linked 2
BEX4	56271	BEX4	"Brain expressed, X-linked 4"
BEX5	340542	BEX5	"Brain expressed, X-linked 5"
BFAR	51283	BFAR	Bifunctional apoptosis regulator
BFSP1	631	BFSP1	"Beaded filament structural protein 1, filensin"
BFSP2	8419	BFSP2	"Beaded filament structural protein 2, phakinin"
BGLAP	632	BGLAP	Bone gamma-carboxyglutamate (gla) protein
BGN	633	BGN	Biglycan
BHLHA15	168620	BHLHA15	"Basic helix-loop-helix family, member a15"
BHLHA9	727857	BHLHA9	"Basic helix-loop-helix family, member a9"
BHLHB9	80823	BHLHB9	"Basic helix-loop-helix domain containing, class B, 9"
